"value","quantile","type","forecast_date","target","target_end_date","location"
5.65,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
6.685,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,NA,"point",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.075,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.4875,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.9125,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2.2125,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2.6625,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2.92125,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,NA,"point",2022-01-24,"3 week ahead","2022-02-13","45"
-0.92125,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
-0.6625,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
-0.2125,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0.1375,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0.5875,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0.9625,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.025,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.33125,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.5,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.66875,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.975,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2.0375,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2.4125,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2.8625,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
3,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
3,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
3.425,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
4.325,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
4.8425,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,NA,"point",2022-01-24,"3 week ahead","2022-02-13","45"
0,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0.1375,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0.5875,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
0.9625,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.0875,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.5125,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1.9625,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2.4125,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
2.8625,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
3.3125,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
3.7625,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
4.85,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
6.65,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
7.685,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","45"
1,NA,"point",2022-01-24,"3 week ahead","2022-02-13","45"
1,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.2375,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.6875,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.025,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.975,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.85,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
5.65,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
6.685,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,NA,"point",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.025,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.975,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.0375,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.4125,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.8625,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.2125,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.6625,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.92125,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,NA,"point",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.025,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.975,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.0375,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.4125,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.8625,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.2125,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.6625,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.92125,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,NA,"point",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.2375,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.6875,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.0875,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.5125,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.925,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.425,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
4.325,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
4.8425,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,NA,"point",2022-01-24,"4 week ahead","2022-02-20","45"
0.07875,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
0.3375,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
0.7875,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.025,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.975,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.0375,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.4125,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.8625,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.3125,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.7625,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
4,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
4,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
4,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,NA,"point",2022-01-24,"4 week ahead","2022-02-20","45"
-1.685,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
-0.65,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.15,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.0875,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.5125,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.925,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
3.425,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
4.325,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
4.8425,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,NA,"point",2022-01-24,"4 week ahead","2022-02-20","45"
0.07875,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
0.3375,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
0.7875,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.025,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1.975,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.2125,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.6625,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
2.92125,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","45"
1,NA,"point",2022-01-24,"4 week ahead","2022-02-20","45"
5,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5.0375,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5.4125,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5.8625,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
6,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
6,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
6,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
6,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
6,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
5,NA,"point",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.3125,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.7625,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,NA,"point",2022-01-24,"1 week ahead","2022-01-30","46"
2.07875,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2.3375,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2.7875,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.0375,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.4125,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.8625,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4.85,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
6.65,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
7.685,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,NA,"point",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2.0875,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2.5125,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2.925,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.2125,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.6625,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.92125,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2,NA,"point",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4.2125,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4.6625,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4.92125,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
4,NA,"point",2022-01-24,"1 week ahead","2022-01-30","46"
2.07875,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2.3375,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
2.7875,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
3.0375,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","46"
